t,x,y,z,motion
66.9708,1.31648,0.871684,0.604712,machining
66.9808,1.31683,0.87175,0.604709,machining
66.9908,1.31718,0.871816,0.604706,machining
67.0008,1.31752,0.871881,0.604704,machining
67.0108,1.31787,0.871946,0.604701,machining
67.0208,1.31821,0.872011,0.604698,machining
67.0308,1.31855,0.872075,0.604696,machining
67.0408,1.31888,0.872139,0.604693,machining
67.0508,1.31922,0.872202,0.60469,machining
67.0608,1.31955,0.872265,0.604688,machining
67.0708,1.31988,0.872328,0.604685,machining
67.0808,1.32021,0.87239,0.604683,machining
67.0908,1.32053,0.872451,0.60468,machining
67.1008,1.32086,0.872513,0.604678,machining
67.1108,1.32118,0.872574,0.604675,machining
67.1208,1.3215,0.872634,0.604673,machining
67.1308,1.32182,0.872694,0.60467,machining
67.1408,1.32213,0.872754,0.604668,machining
67.1508,1.32245,0.872813,0.604665,machining
67.1608,1.32276,0.872872,0.604663,machining
67.1708,1.32307,0.872931,0.60466,machining
67.1808,1.32337,0.872989,0.604658,machining
67.1908,1.32368,0.873047,0.604656,machining
67.2008,1.32398,0.873104,0.604653,machining
67.2108,1.32428,0.873161,0.604651,machining
67.2208,1.32458,0.873218,0.604649,machining
67.2308,1.32488,0.873274,0.604646,machining
67.2408,1.32517,0.873329,0.604644,machining
67.2508,1.32546,0.873385,0.604642,machining
67.2608,1.32575,0.87344,0.604639,machining
67.2708,1.32604,0.873494,0.604637,machining
67.2808,1.32633,0.873548,0.604635,machining
67.2908,1.32661,0.873602,0.604633,machining
67.3008,1.32689,0.873656,0.60463,machining
67.3108,1.32717,0.873709,0.604628,machining
67.3208,1.32745,0.873761,0.604626,machining
67.3308,1.32773,0.873814,0.604624,machining
67.3408,1.328,0.873865,0.604622,machining
67.3508,1.32827,0.873917,0.60462,machining
67.3608,1.32854,0.873968,0.604618,machining
67.3708,1.32881,0.874019,0.604615,machining
67.3808,1.32908,0.874069,0.604613,machining
67.3908,1.32934,0.874119,0.604611,machining
67.4008,1.3296,0.874168,0.604609,machining
67.4108,1.32986,0.874217,0.604607,machining
67.4208,1.33012,0.874266,0.604605,machining
67.4308,1.33037,0.874314,0.604603,machining
67.4408,1.33063,0.874362,0.604601,machining
67.4508,1.33088,0.87441,0.604599,machining
67.4608,1.33113,0.874457,0.604597,machining
67.4708,1.33138,0.874504,0.604595,machining
67.4808,1.33162,0.874551,0.604594,machining
67.4908,1.33186,0.874597,0.604592,machining
67.5008,1.33211,0.874642,0.60459,machining
67.5108,1.33234,0.874688,0.604588,machining
67.5208,1.33258,0.874733,0.604586,machining
67.5308,1.33282,0.874777,0.604584,machining
67.5408,1.33305,0.874821,0.604582,machining
67.5508,1.33328,0.874865,0.604581,machining
67.5608,1.33351,0.874909,0.604579,machining
67.5708,1.33374,0.874952,0.604577,machining
67.5808,1.33397,0.874994,0.604575,machining
67.5908,1.33419,0.875037,0.604573,machining
67.6008,1.33441,0.875079,0.604572,machining
67.6108,1.33463,0.87512,0.60457,machining
67.6208,1.33485,0.875162,0.604568,machining
67.6308,1.33506,0.875202,0.604567,machining
67.6408,1.33528,0.875243,0.604565,machining
67.6508,1.33549,0.875283,0.604563,machining
67.6608,1.3357,0.875323,0.604562,machining
67.6708,1.33591,0.875362,0.60456,machining
67.6808,1.33611,0.875401,0.604558,machining
67.6908,1.33632,0.87544,0.604557,machining
67.7008,1.33652,0.875478,0.604555,machining
67.7108,1.33672,0.875516,0.604554,machining
67.7208,1.33692,0.875554,0.604552,machining
67.7308,1.33712,0.875591,0.604551,machining
67.7408,1.33731,0.875628,0.604549,machining
67.7508,1.33751,0.875665,0.604548,machining
67.7608,1.3377,0.875701,0.604546,machining
67.7708,1.33789,0.875737,0.604545,machining
67.7808,1.33807,0.875772,0.604543,machining
67.7908,1.33826,0.875807,0.604542,machining
67.8008,1.33844,0.875842,0.60454,machining
67.8108,1.33862,0.875877,0.604539,machining
67.8208,1.3388,0.875911,0.604537,machining
67.8308,1.33898,0.875944,0.604536,machining
67.8408,1.33916,0.875978,0.604535,machining
67.8508,1.33933,0.876011,0.604533,machining
67.8608,1.33951,0.876044,0.604532,machining
67.8708,1.33968,0.876076,0.604531,machining
67.8808,1.33985,0.876108,0.604529,machining
67.8908,1.34001,0.87614,0.604528,machining
67.9008,1.34018,0.876171,0.604527,machining
67.9108,1.34034,0.876202,0.604525,machining
67.9208,1.34051,0.876233,0.604524,machining
67.9308,1.34067,0.876263,0.604523,machining
67.9408,1.34082,0.876293,0.604522,machining
67.9508,1.34098,0.876323,0.60452,machining
67.9608,1.34114,0.876352,0.604519,machining
67.9708,1.34129,0.876381,0.604518,machining
67.9808,1.34144,0.87641,0.604517,machining
67.9908,1.34159,0.876438,0.604516,machining
68.0008,1.34174,0.876466,0.604515,machining
68.0108,1.34189,0.876494,0.604513,machining
68.0208,1.34203,0.876521,0.604512,machining
68.0308,1.34217,0.876548,0.604511,machining
68.0408,1.34231,0.876575,0.60451,machining
68.0508,1.34245,0.876602,0.604509,machining
68.0608,1.34259,0.876628,0.604508,machining
68.0708,1.34273,0.876653,0.604507,machining
68.0808,1.34286,0.876679,0.604506,machining
68.0908,1.343,0.876704,0.604505,machining
68.1008,1.34313,0.876729,0.604504,machining
68.1108,1.34326,0.876753,0.604503,machining
68.1208,1.34338,0.876778,0.604502,machining
68.1308,1.34351,0.876802,0.604501,machining
68.1408,1.34364,0.876825,0.6045,machining
68.1508,1.34376,0.876848,0.604499,machining
68.1608,1.34388,0.876871,0.604498,machining
68.1708,1.344,0.876894,0.604497,machining
68.1808,1.34412,0.876917,0.604496,machining
68.1908,1.34423,0.876939,0.604495,machining
68.2008,1.34435,0.87696,0.604494,machining
68.2108,1.34446,0.876982,0.604493,machining
68.2208,1.34458,0.877003,0.604492,machining
68.2308,1.34469,0.877024,0.604492,machining
68.2408,1.34479,0.877045,0.604491,machining
68.2508,1.3449,0.877065,0.60449,machining
68.2608,1.34501,0.877085,0.604489,machining
68.2708,1.34511,0.877105,0.604488,machining
68.2808,1.34522,0.877124,0.604487,machining
68.2908,1.34532,0.877144,0.604487,machining
68.3008,1.34542,0.877162,0.604486,machining
68.3108,1.34551,0.877181,0.604485,machining
68.3208,1.34561,0.877199,0.604484,machining
68.3308,1.34571,0.877217,0.604484,machining
68.3408,1.3458,0.877235,0.604483,machining
68.3508,1.34589,0.877253,0.604482,machining
68.3608,1.34598,0.87727,0.604481,machining
68.3708,1.34607,0.877287,0.604481,machining
68.3808,1.34616,0.877304,0.60448,machining
68.3908,1.34625,0.87732,0.604479,machining
68.4008,1.34633,0.877336,0.604479,machining
68.4108,1.34642,0.877352,0.604478,machining
68.4208,1.3465,0.877368,0.604477,machining
68.4308,1.34658,0.877383,0.604477,machining
68.4408,1.34666,0.877398,0.604476,machining
68.4508,1.34674,0.877413,0.604476,machining
68.4608,1.34682,0.877428,0.604475,machining
68.4708,1.34689,0.877442,0.604474,machining
68.4808,1.34697,0.877456,0.604474,machining
68.4908,1.34704,0.87747,0.604473,machining
68.5008,1.34711,0.877484,0.604473,machining
68.5108,1.34718,0.877497,0.604472,machining
68.5208,1.34725,0.87751,0.604472,machining
68.5308,1.34732,0.877523,0.604471,machining
68.5408,1.34739,0.877536,0.60447,machining
68.5508,1.34745,0.877548,0.60447,machining
68.5608,1.34752,0.87756,0.604469,machining
68.5708,1.34758,0.877572,0.604469,machining
68.5808,1.34764,0.877584,0.604468,machining
68.5908,1.3477,0.877595,0.604468,machining
68.6008,1.34776,0.877606,0.604468,machining
68.6108,1.34782,0.877617,0.604467,machining
68.6208,1.34788,0.877628,0.604467,machining
68.6308,1.34793,0.877639,0.604466,machining
68.6408,1.34799,0.877649,0.604466,machining
68.6508,1.34804,0.877659,0.604465,machining
68.6608,1.34809,0.877669,0.604465,machining
68.6708,1.34814,0.877679,0.604465,machining
68.6808,1.34819,0.877688,0.604464,machining
68.6908,1.34824,0.877697,0.604464,machining
68.7008,1.34829,0.877706,0.604463,machining
68.7108,1.34834,0.877715,0.604463,machining
68.7208,1.34838,0.877724,0.604463,machining
68.7308,1.34843,0.877732,0.604462,machining
68.7408,1.34847,0.87774,0.604462,machining
68.7508,1.34851,0.877748,0.604462,machining
68.7608,1.34855,0.877756,0.604461,machining
68.7708,1.34859,0.877764,0.604461,machining
68.7808,1.34863,0.877771,0.604461,machining
68.7908,1.34867,0.877779,0.60446,machining
68.8008,1.34871,0.877786,0.60446,machining
68.8108,1.34874,0.877793,0.60446,machining
68.8208,1.34878,0.877799,0.60446,machining
68.8308,1.34881,0.877806,0.604459,machining
68.8408,1.34885,0.877812,0.604459,machining
68.8508,1.34888,0.877818,0.604459,machining
68.8608,1.34891,0.877824,0.604459,machining
68.8708,1.34894,0.87783,0.604458,machining
68.8808,1.34897,0.877836,0.604458,machining
68.8908,1.349,0.877841,0.604458,machining
68.9008,1.34903,0.877846,0.604458,machining
68.9108,1.34906,0.877851,0.604457,machining
68.9208,1.34908,0.877856,0.604457,machining
68.9308,1.34911,0.877861,0.604457,machining
68.9408,1.34913,0.877866,0.604457,machining
68.9508,1.34916,0.87787,0.604457,machining
68.9608,1.34918,0.877875,0.604456,machining
68.9708,1.3492,0.877879,0.604456,machining
68.9808,1.34922,0.877883,0.604456,machining
68.9908,1.34924,0.877887,0.604456,machining
69.0008,1.34926,0.877891,0.604456,machining
69.0108,1.34928,0.877894,0.604456,machining
69.0208,1.3493,0.877898,0.604456,machining
69.0308,1.34932,0.877901,0.604455,machining
69.0408,1.34933,0.877904,0.604455,machining
69.0508,1.34935,0.877907,0.604455,machining
69.0608,1.34937,0.87791,0.604455,machining
69.0708,1.34938,0.877913,0.604455,machining
69.0808,1.3494,0.877916,0.604455,machining
69.0908,1.34941,0.877918,0.604455,machining
69.1008,1.34942,0.877921,0.604455,machining
69.1108,1.34944,0.877923,0.604454,machining
69.1208,1.34945,0.877926,0.604454,machining
69.1308,1.34946,0.877928,0.604454,machining
69.1408,1.34947,0.87793,0.604454,machining
69.1508,1.34948,0.877932,0.604454,machining
69.1608,1.34949,0.877933,0.604454,machining
69.1708,1.3495,0.877935,0.604454,machining
69.1808,1.34951,0.877937,0.604454,machining
69.1908,1.34951,0.877938,0.604454,machining
69.2008,1.34952,0.87794,0.604454,machining
69.2108,1.34953,0.877941,0.604454,machining
69.2208,1.34954,0.877942,0.604454,machining
69.2308,1.34954,0.877944,0.604454,machining
69.2408,1.34955,0.877945,0.604454,machining
69.2508,1.34955,0.877946,0.604454,machining
69.2608,1.34956,0.877947,0.604454,machining
69.2708,1.34956,0.877948,0.604453,machining
69.2808,1.34957,0.877948,0.604453,machining
69.2908,1.34957,0.877949,0.604453,machining
69.3008,1.34958,0.87795,0.604453,machining
69.3108,1.34958,0.87795,0.604453,machining
69.3208,1.34958,0.877951,0.604453,machining
69.3308,1.34958,0.877951,0.604453,machining
69.3408,1.34959,0.877952,0.604453,machining
69.3508,1.34959,0.877952,0.604453,machining
69.3608,1.34959,0.877953,0.604453,machining
69.3708,1.34959,0.877953,0.604453,machining
69.3808,1.34959,0.877953,0.604453,machining
69.3908,1.34959,0.877953,0.604453,machining
69.4008,1.3496,0.877954,0.604453,machining
69.4108,1.3496,0.877954,0.604453,machining
69.4208,1.3496,0.877954,0.604453,machining
69.4308,1.3496,0.877954,0.604453,machining
69.4408,1.3496,0.877954,0.604453,machining
69.4508,1.3496,0.877954,0.604453,machining
69.4608,1.3496,0.877954,0.604453,machining
69.4708,1.3496,0.877954,0.604453,machining
69.4808,1.3496,0.877954,0.604453,machining
69.4908,1.3496,0.877954,0.604453,machining
69.5008,1.3496,0.877954,0.604453,machining
69.5085,1.3496,0.877954,0.604453,machining
69.5085,1.3496,0.877954,0.604453,retract
69.5185,1.3496,0.877954,0.604453,retract
69.5285,1.3496,0.877954,0.604453,retract
69.5385,1.3496,0.877954,0.604453,retract
69.5485,1.3496,0.877954,0.604453,retract
69.5585,1.3496,0.877954,0.604453,retract
69.5685,1.3496,0.877954,0.604454,retract
69.5785,1.3496,0.877954,0.604454,retract
69.5885,1.3496,0.877954,0.604454,retract
69.5985,1.3496,0.877954,0.604455,retract
69.6085,1.3496,0.877954,0.604455,retract
69.6185,1.3496,0.877954,0.604456,retract
69.6285,1.3496,0.877954,0.604456,retract
69.6385,1.3496,0.877954,0.604457,retract
69.6485,1.3496,0.877954,0.604458,retract
69.6585,1.3496,0.877954,0.604459,retract
69.6685,1.3496,0.877954,0.60446,retract
69.6785,1.3496,0.877954,0.604462,retract
69.6885,1.3496,0.877954,0.604464,retract
69.6985,1.3496,0.877954,0.604465,retract
69.7085,1.3496,0.877954,0.604467,retract
69.7185,1.3496,0.877954,0.604469,retract
69.7285,1.3496,0.877954,0.604472,retract
69.7385,1.3496,0.877954,0.604475,retract
69.7485,1.3496,0.877954,0.604477,retract
69.7585,1.3496,0.877954,0.604481,retract
69.7685,1.3496,0.877954,0.604484,retract
69.7785,1.3496,0.877954,0.604487,retract
69.7885,1.3496,0.877954,0.604491,retract
69.7985,1.3496,0.877954,0.604496,retract
69.8085,1.3496,0.877954,0.6045,retract
69.8185,1.3496,0.877954,0.604505,retract
69.8285,1.3496,0.877954,0.60451,retract
69.8385,1.3496,0.877954,0.604515,retract
69.8485,1.3496,0.877954,0.604521,retract
69.8585,1.3496,0.877954,0.604527,retract
69.8685,1.3496,0.877954,0.604533,retract
69.8785,1.3496,0.877954,0.60454,retract
69.8885,1.3496,0.877954,0.604547,retract
69.8985,1.3496,0.877954,0.604555,retract
69.9085,1.3496,0.877954,0.604562,retract
69.9185,1.3496,0.877954,0.604571,retract
69.9285,1.3496,0.877954,0.604579,retract
69.9385,1.3496,0.877954,0.604588,retract
69.9485,1.3496,0.877954,0.604598,retract
69.9585,1.3496,0.877954,0.604607,retract
69.9685,1.3496,0.877954,0.604618,retract
69.9785,1.3496,0.877954,0.604628,retract
69.9885,1.3496,0.877954,0.604639,retract
69.9985,1.3496,0.877954,0.604651,retract
70.0085,1.3496,0.877954,0.604663,retract
70.0185,1.3496,0.877954,0.604675,retract
70.0285,1.3496,0.877954,0.604688,retract
70.0385,1.3496,0.877954,0.604702,retract
70.0485,1.3496,0.877954,0.604716,retract
70.0585,1.3496,0.877954,0.60473,retract
70.0685,1.3496,0.877954,0.604745,retract
70.0785,1.3496,0.877954,0.60476,retract
70.0885,1.3496,0.877954,0.604776,retract
70.0985,1.3496,0.877954,0.604793,retract
70.1085,1.3496,0.877954,0.60481,retract
70.1185,1.3496,0.877954,0.604827,retract
70.1285,1.3496,0.877954,0.604845,retract
70.1385,1.3496,0.877954,0.604864,retract
70.1485,1.3496,0.877954,0.604883,retract
70.1585,1.3496,0.877954,0.604903,retract
70.1685,1.3496,0.877954,0.604923,retract
70.1785,1.3496,0.877954,0.604944,retract
70.1885,1.3496,0.877954,0.604965,retract
70.1985,1.3496,0.877954,0.604987,retract
70.2085,1.3496,0.877954,0.60501,retract
70.2185,1.3496,0.877954,0.605033,retract
70.2285,1.3496,0.877954,0.605057,retract
70.2385,1.3496,0.877954,0.605081,retract
70.2485,1.3496,0.877954,0.605106,retract
70.2585,1.3496,0.877954,0.605132,retract
70.2685,1.3496,0.877954,0.605158,retract
70.2785,1.3496,0.877954,0.605185,retract
70.2885,1.3496,0.877954,0.605213,retract
70.2985,1.3496,0.877954,0.605241,retract
70.3085,1.3496,0.877954,0.60527,retract
70.3185,1.3496,0.877954,0.6053,retract
70.3285,1.3496,0.877954,0.60533,retract
70.3385,1.3496,0.877954,0.605361,retract
70.3485,1.3496,0.877954,0.605392,retract
70.3585,1.3496,0.877954,0.605425,retract
70.3685,1.3496,0.877954,0.605458,retract
70.3785,1.3496,0.877954,0.605491,retract
70.3885,1.3496,0.877954,0.605526,retract
70.3985,1.3496,0.877954,0.605561,retract
70.4085,1.3496,0.877954,0.605597,retract
70.4185,1.3496,0.877954,0.605633,retract
70.4285,1.3496,0.877954,0.60567,retract
70.4385,1.3496,0.877954,0.605708,retract
70.4485,1.3496,0.877954,0.605747,retract
70.4585,1.3496,0.877954,0.605786,retract
70.4685,1.3496,0.877954,0.605827,retract
70.4785,1.3496,0.877954,0.605867,retract
70.4885,1.3496,0.877954,0.605909,retract
70.4985,1.3496,0.877954,0.605952,retract
70.5085,1.3496,0.877954,0.605995,retract
70.5185,1.3496,0.877954,0.606039,retract
70.5285,1.3496,0.877954,0.606084,retract
70.5385,1.3496,0.877954,0.606129,retract
70.5485,1.3496,0.877954,0.606175,retract
70.5585,1.3496,0.877954,0.606222,retract
70.5685,1.3496,0.877954,0.60627,retract
70.5785,1.3496,0.877954,0.606319,retract
70.5885,1.3496,0.877954,0.606368,retract
70.5985,1.3496,0.877954,0.606419,retract
70.6085,1.3496,0.877954,0.60647,retract
70.6185,1.3496,0.877954,0.606522,retract
70.6285,1.3496,0.877954,0.606574,retract
70.6385,1.3496,0.877954,0.606628,retract
70.6485,1.3496,0.877954,0.606682,retract
70.6585,1.3496,0.877954,0.606737,retract
70.6685,1.3496,0.877954,0.606793,retract
70.6785,1.3496,0.877954,0.60685,retract
70.6885,1.3496,0.877954,0.606908,retract
70.6985,1.3496,0.877954,0.606966,retract
70.7085,1.3496,0.877954,0.607026,retract
70.7185,1.3496,0.877954,0.607086,retract
70.7285,1.3496,0.877954,0.607147,retract
70.7385,1.3496,0.877954,0.607209,retract
70.7485,1.3496,0.877954,0.607272,retract
70.7585,1.3496,0.877954,0.607336,retract
70.7685,1.3496,0.877954,0.6074,retract
70.7785,1.3496,0.877954,0.607465,retract
70.7885,1.3496,0.877954,0.607532,retract
70.7985,1.3496,0.877954,0.607599,retract
70.8085,1.3496,0.877954,0.607667,retract
70.8185,1.3496,0.877954,0.607736,retract
70.8285,1.3496,0.877954,0.607806,retract
70.8385,1.3496,0.877954,0.607876,retract
70.8485,1.3496,0.877954,0.607948,retract
70.8585,1.3496,0.877954,0.60802,retract
70.8685,1.3496,0.877954,0.608094,retract
70.8785,1.3496,0.877954,0.608168,retract
70.8885,1.3496,0.877954,0.608243,retract
70.8985,1.3496,0.877954,0.608319,retract
70.9085,1.3496,0.877954,0.608396,retract
70.9185,1.3496,0.877954,0.608474,retract
70.9285,1.3496,0.877954,0.608553,retract
70.9385,1.3496,0.877954,0.608633,retract
70.9485,1.3496,0.877954,0.608714,retract
70.9585,1.3496,0.877954,0.608795,retract
70.9685,1.3496,0.877954,0.608878,retract
70.9785,1.3496,0.877954,0.608961,retract
70.9885,1.3496,0.877954,0.609045,retract
70.9985,1.3496,0.877954,0.609131,retract
71.0085,1.3496,0.877954,0.609217,retract
71.0185,1.3496,0.877954,0.609304,retract
71.0285,1.3496,0.877954,0.609392,retract
71.0385,1.3496,0.877954,0.609481,retract
71.0485,1.3496,0.877954,0.609571,retract
71.0585,1.3496,0.877954,0.609662,retract
71.0685,1.3496,0.877954,0.609754,retract
71.0785,1.3496,0.877954,0.609847,retract
71.0885,1.3496,0.877954,0.609941,retract
71.0985,1.3496,0.877954,0.610035,retract
71.1085,1.3496,0.877954,0.610131,retract
71.1185,1.3496,0.877954,0.610228,retract
71.1285,1.3496,0.877954,0.610325,retract
71.1385,1.3496,0.877954,0.610424,retract
71.1485,1.3496,0.877954,0.610523,retract
71.1585,1.3496,0.877954,0.610624,retract
71.1685,1.3496,0.877954,0.610725,retract
71.1785,1.3496,0.877954,0.610828,retract
71.1885,1.3496,0.877954,0.610931,retract
71.1985,1.3496,0.877954,0.611035,retract
71.2085,1.3496,0.877954,0.611141,retract
71.2185,1.3496,0.877954,0.611247,retract
71.2285,1.3496,0.877954,0.611354,retract
71.2385,1.3496,0.877954,0.611462,retract
71.2485,1.3496,0.877954,0.611572,retract
71.2585,1.3496,0.877954,0.611682,retract
71.2685,1.3496,0.877954,0.611793,retract
71.2785,1.3496,0.877954,0.611905,retract
71.2885,1.3496,0.877954,0.612018,retract
71.2985,1.3496,0.877954,0.612132,retract
71.3085,1.3496,0.877954,0.612247,retract
71.3185,1.3496,0.877954,0.612363,retract
71.3285,1.3496,0.877954,0.61248,retract
71.3385,1.3496,0.877954,0.612598,retract
71.3485,1.3496,0.877954,0.612717,retract
71.3585,1.3496,0.877954,0.612837,retract
71.3685,1.3496,0.877954,0.612958,retract
71.3785,1.3496,0.877954,0.61308,retract
71.3885,1.3496,0.877954,0.613203,retract
71.3985,1.3496,0.877954,0.613327,retract
71.4085,1.3496,0.877954,0.613451,retract
71.4185,1.3496,0.877954,0.613577,retract
71.4285,1.3496,0.877954,0.613704,retract
71.4385,1.3496,0.877954,0.613832,retract
71.4485,1.3496,0.877954,0.613961,retract
71.4585,1.3496,0.877954,0.61409,retract
71.4685,1.3496,0.877954,0.614221,retract
71.4785,1.3496,0.877954,0.614353,retract
71.4885,1.3496,0.877954,0.614486,retract
71.4985,1.3496,0.877954,0.614619,retract
71.5085,1.3496,0.877954,0.614754,retract
71.5185,1.3496,0.877954,0.61489,retract
71.5285,1.3496,0.877954,0.615026,retract
71.5385,1.3496,0.877954,0.615164,retract
71.5485,1.3496,0.877954,0.615303,retract
71.5585,1.3496,0.877954,0.615442,retract
71.5685,1.3496,0.877954,0.615583,retract
71.5785,1.3496,0.877954,0.615725,retract
71.5885,1.3496,0.877954,0.615867,retract
71.5985,1.3496,0.877954,0.616011,retract
71.6085,1.3496,0.877954,0.616155,retract
71.6185,1.3496,0.877954,0.616301,retract
71.6285,1.3496,0.877954,0.616447,retract
71.6385,1.3496,0.877954,0.616595,retract
71.6485,1.3496,0.877954,0.616743,retract
71.6585,1.3496,0.877954,0.616893,retract
71.6685,1.3496,0.877954,0.617043,retract
71.6785,1.3496,0.877954,0.617194,retract
71.6885,1.3496,0.877954,0.617347,retract
71.6985,1.3496,0.877954,0.6175,retract
71.7085,1.3496,0.877954,0.617655,retract
71.7185,1.3496,0.877954,0.61781,retract
71.7285,1.3496,0.877954,0.617966,retract
71.7385,1.3496,0.877954,0.618123,retract
71.7485,1.3496,0.877954,0.618282,retract
71.7585,1.3496,0.877954,0.618441,retract
71.7685,1.3496,0.877954,0.618601,retract
71.7785,1.3496,0.877954,0.618762,retract
71.7885,1.3496,0.877954,0.618924,retract
71.7985,1.3496,0.877954,0.619087,retract
71.8085,1.3496,0.877954,0.619251,retract
71.8185,1.3496,0.877954,0.619416,retract
71.8285,1.3496,0.877954,0.619582,retract
71.8385,1.3496,0.877954,0.619749,retract
71.8485,1.3496,0.877954,0.619917,retract
71.8585,1.3496,0.877954,0.620086,retract
71.8685,1.3496,0.877954,0.620256,retract
71.8785,1.3496,0.877954,0.620427,retract
71.8885,1.3496,0.877954,0.620599,retract
71.8985,1.3496,0.877954,0.620771,retract
71.9085,1.3496,0.877954,0.620945,retract
71.9185,1.3496,0.877954,0.62112,retract
71.9285,1.3496,0.877954,0.621295,retract
71.9385,1.3496,0.877954,0.621472,retract
71.9485,1.3496,0.877954,0.621649,retract
71.9585,1.3496,0.877954,0.621827,retract
71.9685,1.3496,0.877954,0.622007,retract
71.9785,1.3496,0.877954,0.622187,retract
71.9885,1.3496,0.877954,0.622368,retract
71.9985,1.3496,0.877954,0.62255,retract
72.0085,1.3496,0.877954,0.622733,retract
72.0185,1.3496,0.877954,0.622918,retract
72.0285,1.3496,0.877954,0.623102,retract
72.0385,1.3496,0.877954,0.623288,retract
72.0485,1.3496,0.877954,0.623475,retract
72.0585,1.3496,0.877954,0.623663,retract
72.0685,1.3496,0.877954,0.623852,retract
72.0785,1.3496,0.877954,0.624041,retract
72.0885,1.3496,0.877954,0.624232,retract
72.0985,1.3496,0.877954,0.624423,retract
72.1085,1.3496,0.877954,0.624616,retract
72.1185,1.3496,0.877954,0.624809,retract
72.1285,1.3496,0.877954,0.625003,retract
72.1385,1.3496,0.877954,0.625198,retract
72.1485,1.3496,0.877954,0.625394,retract
72.1585,1.3496,0.877954,0.625591,retract
72.1685,1.3496,0.877954,0.625789,retract
72.1785,1.3496,0.877954,0.625987,retract
72.1885,1.3496,0.877954,0.626187,retract
72.1985,1.3496,0.877954,0.626388,retract
72.2085,1.3496,0.877954,0.626589,retract
72.2185,1.3496,0.877954,0.626791,retract
72.2285,1.3496,0.877954,0.626994,retract
72.2385,1.3496,0.877954,0.627198,retract
72.2485,1.3496,0.877954,0.627403,retract
72.2585,1.3496,0.877954,0.627609,retract
72.2685,1.3496,0.877954,0.627816,retract
72.2785,1.3496,0.877954,0.628023,retract
72.2885,1.3496,0.877954,0.628232,retract
72.2985,1.3496,0.877954,0.628441,retract
72.3085,1.3496,0.877954,0.628651,retract
72.3185,1.3496,0.877954,0.628862,retract
72.3285,1.3496,0.877954,0.629074,retract
72.3385,1.3496,0.877954,0.629287,retract
72.3485,1.3496,0.877954,0.629501,retract
72.3585,1.3496,0.877954,0.629715,retract
72.3685,1.3496,0.877954,0.62993,retract
72.3785,1.3496,0.877954,0.630146,retract
72.3885,1.3496,0.877954,0.630363,retract
72.3985,1.3496,0.877954,0.630581,retract
72.4085,1.3496,0.877954,0.6308,retract
72.4185,1.3496,0.877954,0.63102,retract
72.4285,1.3496,0.877954,0.63124,retract
72.4385,1.3496,0.877954,0.631461,retract
72.4485,1.3496,0.877954,0.631683,retract
72.4585,1.3496,0.877954,0.631906,retract
72.4685,1.3496,0.877954,0.632129,retract
72.4785,1.3496,0.877954,0.632354,retract
72.4885,1.3496,0.877954,0.632579,retract
72.4985,1.3496,0.877954,0.632805,retract
72.5085,1.3496,0.877954,0.633032,retract
72.5185,1.3496,0.877954,0.63326,retract
72.5285,1.3496,0.877954,0.633488,retract
72.5385,1.3496,0.877954,0.633718,retract
72.5485,1.3496,0.877954,0.633948,retract
72.5585,1.3496,0.877954,0.634178,retract
72.5685,1.3496,0.877954,0.63441,retract
72.5785,1.3496,0.877954,0.634643,retract
72.5885,1.3496,0.877954,0.634876,retract
72.5985,1.3496,0.877954,0.63511,retract
72.6085,1.3496,0.877954,0.635344,retract
72.6185,1.3496,0.877954,0.63558,retract
72.6285,1.3496,0.877954,0.635816,retract
72.6385,1.3496,0.877954,0.636053,retract
72.6485,1.3496,0.877954,0.636291,retract
72.6585,1.3496,0.877954,0.63653,retract
72.6685,1.3496,0.877954,0.636769,retract
72.6785,1.3496,0.877954,0.637009,retract
72.6885,1.3496,0.877954,0.63725,retract
72.6985,1.3496,0.877954,0.637491,retract
72.7085,1.3496,0.877954,0.637734,retract
72.7185,1.3496,0.877954,0.637977,retract
72.7285,1.3496,0.877954,0.63822,retract
72.7385,1.3496,0.877954,0.638465,retract
72.7485,1.3496,0.877954,0.63871,retract
72.7585,1.3496,0.877954,0.638956,retract
72.7685,1.3496,0.877954,0.639202,retract
72.7785,1.3496,0.877954,0.63945,retract
72.7885,1.3496,0.877954,0.639698,retract
72.7985,1.3496,0.877954,0.639946,retract
72.8085,1.3496,0.877954,0.640196,retract
72.8185,1.3496,0.877954,0.640446,retract
72.8285,1.3496,0.877954,0.640696,retract
72.8385,1.3496,0.877954,0.640948,retract
72.8485,1.3496,0.877954,0.6412,retract
72.8585,1.3496,0.877954,0.641453,retract
72.8685,1.3496,0.877954,0.641706,retract
72.8785,1.3496,0.877954,0.64196,retract
72.8885,1.3496,0.877954,0.642215,retract
72.8985,1.3496,0.877954,0.642471,retract
72.9085,1.3496,0.877954,0.642727,retract
72.9185,1.3496,0.877954,0.642984,retract
72.9285,1.3496,0.877954,0.643241,retract
72.9385,1.3496,0.877954,0.643499,retract
72.9485,1.3496,0.877954,0.643758,retract
72.9585,1.3496,0.877954,0.644017,retract
72.9685,1.3496,0.877954,0.644277,retract
72.9785,1.3496,0.877954,0.644538,retract
72.9885,1.3496,0.877954,0.644799,retract
72.9985,1.3496,0.877954,0.645061,retract
73.0085,1.3496,0.877954,0.645323,retract
73.0185,1.3496,0.877954,0.645586,retract
73.0285,1.3496,0.877954,0.64585,retract
