t,q_j1,qd_j1,qdd_j1,q_j2,qd_j2,qdd_j2,q_j3,qd_j3,qdd_j3
59.3708,0.810296,-0.034657,-0.00835668,0.150026,0.0504564,0.0167318,0.746513,-0.0590159,-0.0225665
59.3808,0.809948,-0.0347401,-0.00831008,0.150533,0.0506235,0.0167052,0.745921,-0.0592415,-0.0225645
59.3908,0.8096,-0.0348228,-0.00826332,0.15104,0.0507902,0.0166784,0.745326,-0.0594671,-0.0225621
59.4008,0.809251,-0.0349049,-0.00821642,0.15155,0.0509567,0.0166513,0.744729,-0.0596927,-0.0225595
59.4108,0.808901,-0.0349866,-0.00816936,0.152061,0.051123,0.0166239,0.74413,-0.0599183,-0.0225566
59.4208,0.808551,-0.0350678,-0.00812215,0.152574,0.0512889,0.0165963,0.743528,-0.0601438,-0.0225534
59.4308,0.808199,-0.0351486,-0.0080748,0.153089,0.0514546,0.0165685,0.742925,-0.0603693,-0.0225499
59.4408,0.807847,-0.0352289,-0.0080273,0.153605,0.05162,0.0165404,0.742319,-0.0605948,-0.0225462
59.4508,0.807494,-0.0353087,-0.00797966,0.154123,0.0517852,0.0165121,0.741711,-0.0608202,-0.0225421
59.4608,0.80714,-0.035388,-0.00793188,0.154642,0.05195,0.0164835,0.7411,-0.0610456,-0.0225378
59.4708,0.806785,-0.0354668,-0.00788397,0.155163,0.0521145,0.0164547,0.740487,-0.0612709,-0.0225332
59.4808,0.80643,-0.0355452,-0.00783592,0.155686,0.0522788,0.0164256,0.739872,-0.0614962,-0.0225284
59.4908,0.806074,-0.0356231,-0.00778773,0.156211,0.0524428,0.0163963,0.739255,-0.0617215,-0.0225232
59.5008,0.805717,-0.0357005,-0.00773942,0.156737,0.0526064,0.0163668,0.738636,-0.0619466,-0.0225178
59.5108,0.805359,-0.0357774,-0.00769098,0.157264,0.0527698,0.016337,0.738014,-0.0621718,-0.0225121
59.5208,0.805,-0.0358538,-0.00764241,0.157794,0.0529329,0.016307,0.73739,-0.0623968,-0.0225061
59.5308,0.804641,-0.0359297,-0.00759373,0.158325,0.0530956,0.0162767,0.736764,-0.0626218,-0.0224998
59.5408,0.804281,-0.0360052,-0.00754492,0.158857,0.0532581,0.0162463,0.736135,-0.0628467,-0.0224932
59.5508,0.80392,-0.0360801,-0.00749599,0.159391,0.0534203,0.0162155,0.735505,-0.0630716,-0.0224864
59.5608,0.803559,-0.0361546,-0.00744694,0.159927,0.0535821,0.0161846,0.734872,-0.0632964,-0.0224792
59.5708,0.803196,-0.0362286,-0.00739778,0.160465,0.0537436,0.0161534,0.734236,-0.0635211,-0.0224718
59.5808,0.802833,-0.0363021,-0.00734851,0.161004,0.0539049,0.016122,0.733599,-0.0637458,-0.0224641
59.5908,0.802469,-0.0363751,-0.00729913,0.161544,0.0540658,0.0160904,0.732959,-0.0639703,-0.0224562
59.6008,0.802105,-0.0364476,-0.00724965,0.162087,0.0542263,0.0160585,0.732317,-0.0641948,-0.0224479
59.6108,0.80174,-0.0365196,-0.00720006,0.16263,0.0543866,0.0160264,0.731673,-0.0644192,-0.0224394
59.6208,0.801374,-0.0365911,-0.00715036,0.163176,0.0545465,0.0159941,0.731027,-0.0646435,-0.0224306
59.6308,0.801007,-0.0366621,-0.00710057,0.163723,0.0547062,0.0159616,0.730378,-0.0648677,-0.0224215
59.6408,0.80064,-0.0367326,-0.00705068,0.164272,0.0548655,0.0159288,0.729727,-0.0650918,-0.0224121
59.6508,0.800272,-0.0368026,-0.00700069,0.164822,0.0550244,0.0158958,0.729074,-0.0653159,-0.0224024
59.6608,0.799903,-0.0368721,-0.00695061,0.165374,0.055183,0.0158626,0.728419,-0.0655398,-0.0223925
59.6708,0.799534,-0.0369411,-0.00690043,0.165927,0.0553413,0.0158292,0.727761,-0.0657636,-0.0223822
59.6808,0.799164,-0.0370096,-0.00685017,0.166482,0.0554993,0.0157955,0.727101,-0.0659873,-0.0223717
59.6908,0.798793,-0.0370776,-0.00679982,0.167039,0.0556569,0.0157617,0.726439,-0.0662109,-0.0223609
59.7008,0.798421,-0.0371451,-0.00674939,0.167597,0.0558142,0.0157276,0.725775,-0.0664344,-0.0223498
59.7108,0.798049,-0.0372121,-0.00669888,0.168157,0.0559711,0.0156933,0.725108,-0.0666578,-0.0223385
59.7208,0.797677,-0.0372786,-0.00664828,0.168718,0.0561277,0.0156588,0.724439,-0.0668811,-0.0223268
59.7308,0.797303,-0.0373445,-0.00659761,0.169281,0.0562839,0.0156241,0.723768,-0.0671042,-0.0223149
59.7408,0.796929,-0.03741,-0.00654686,0.169845,0.0564398,0.0155892,0.723095,-0.0673273,-0.0223027
59.7508,0.796554,-0.037475,-0.00649603,0.170411,0.0565954,0.0155541,0.722419,-0.0675502,-0.0222902
59.7608,0.796179,-0.0375394,-0.00644514,0.170979,0.0567506,0.0155188,0.721742,-0.0677729,-0.0222774
59.7708,0.795803,-0.0376034,-0.00639418,0.171548,0.0569054,0.0154832,0.721062,-0.0679956,-0.0222643
59.7808,0.795426,-0.0376668,-0.00634315,0.172118,0.0570599,0.0154475,0.72038,-0.0682181,-0.022251
59.7908,0.795049,-0.0377297,-0.00629205,0.17269,0.057214,0.0154115,0.719695,-0.0684405,-0.0222374
59.8008,0.794671,-0.0377921,-0.0062409,0.173264,0.0573677,0.0153754,0.719008,-0.0686627,-0.0222234
59.8108,0.794292,-0.037854,-0.00618968,0.173839,0.0575211,0.015339,0.71832,-0.0688848,-0.0222092
59.8208,0.793913,-0.0379154,-0.0061384,0.174416,0.0576741,0.0153024,0.717629,-0.0691067,-0.0221948
59.8308,0.793533,-0.0379763,-0.00608707,0.174994,0.0578268,0.0152657,0.716935,-0.0693285,-0.02218
59.8408,0.793153,-0.0380366,-0.00603568,0.175574,0.0579791,0.0152287,0.71624,-0.0695502,-0.0221649
59.8508,0.792772,-0.0380965,-0.00598424,0.176155,0.058131,0.0151916,0.715542,-0.0697717,-0.0221496
59.8608,0.792391,-0.0381558,-0.00593276,0.176738,0.0582826,0.0151542,0.714842,-0.069993,-0.022134
59.8708,0.792008,-0.0382146,-0.00588122,0.177323,0.0584337,0.0151167,0.71414,-0.0702142,-0.0221181
59.8808,0.791626,-0.0382729,-0.00582964,0.177908,0.0585845,0.015079,0.713436,-0.0704352,-0.0221019
59.8908,0.791242,-0.0383307,-0.00577802,0.178496,0.0587349,0.015041,0.712729,-0.0706561,-0.0220854
59.9008,0.790859,-0.0383879,-0.00572635,0.179085,0.0588849,0.0150029,0.71202,-0.0708768,-0.0220687
59.9108,0.790474,-0.0384447,-0.00567464,0.179675,0.0590346,0.0149646,0.711309,-0.0710973,-0.0220516
59.9208,0.790089,-0.0385009,-0.0056229,0.180267,0.0591839,0.0149261,0.710596,-0.0713176,-0.0220343
59.9308,0.789704,-0.0385566,-0.00557112,0.18086,0.0593327,0.0148874,0.709881,-0.0715378,-0.0220167
59.9408,0.789317,-0.0386118,-0.00551931,0.181455,0.0594812,0.0148485,0.709163,-0.0717578,-0.0219988
59.9508,0.788931,-0.0386665,-0.00546747,0.182051,0.0596293,0.0148095,0.708443,-0.0719776,-0.0219806
59.9608,0.788544,-0.0387207,-0.0054156,0.182649,0.059777,0.0147702,0.707721,-0.0721972,-0.0219622
59.9708,0.788156,-0.0387743,-0.0053637,0.183248,0.0599243,0.0147308,0.706997,-0.0724166,-0.0219434
59.9808,0.787767,-0.0388274,-0.00531178,0.183849,0.0600712,0.0146912,0.706271,-0.0726359,-0.0219244
59.9908,0.787379,-0.03888,-0.00525984,0.184451,0.0602177,0.0146514,0.705542,-0.0728549,-0.0219051
60.0008,0.786989,-0.0389321,-0.00520787,0.185055,0.0603639,0.0146114,0.704812,-0.0730738,-0.0218855
60.0108,0.7866,-0.0389836,-0.00515588,0.18566,0.0605096,0.0145713,0.704079,-0.0732924,-0.0218656
60.0208,0.786209,-0.0390347,-0.00510388,0.186266,0.0606549,0.014531,0.703344,-0.0735109,-0.0218454
60.0308,0.785818,-0.0390852,-0.00505187,0.186874,0.0607998,0.0144905,0.702606,-0.0737291,-0.021825
60.0408,0.785427,-0.0391352,-0.00499984,0.187484,0.0609443,0.0144498,0.701867,-0.0739472,-0.0218042
60.0508,0.785035,-0.0391847,-0.00494779,0.188095,0.0610884,0.0144089,0.701125,-0.074165,-0.0217832
60.0608,0.784643,-0.0392336,-0.00489574,0.188707,0.0612321,0.0143679,0.700381,-0.0743826,-0.0217619
60.0708,0.78425,-0.0392821,-0.00484369,0.189321,0.0613753,0.0143267,0.699635,-0.0746,-0.0217403
60.0808,0.783857,-0.03933,-0.00479163,0.189936,0.0615182,0.0142854,0.698887,-0.0748172,-0.0217184
60.0908,0.783463,-0.0393774,-0.00473956,0.190553,0.0616606,0.0142438,0.698137,-0.0750342,-0.0216963
60.1008,0.783069,-0.0394243,-0.00468749,0.191171,0.0618026,0.0142021,0.697384,-0.0752509,-0.0216738
60.1108,0.782674,-0.0394706,-0.00463543,0.19179,0.0619442,0.0141603,0.69663,-0.0754674,-0.0216511
60.1208,0.782279,-0.0395164,-0.00458336,0.192411,0.0620854,0.0141182,0.695873,-0.0756837,-0.0216281
60.1308,0.781883,-0.0395618,-0.0045313,0.193033,0.0622262,0.014076,0.695114,-0.0758998,-0.0216048
60.1408,0.781487,-0.0396066,-0.00447925,0.193657,0.0623665,0.0140337,0.694353,-0.0761156,-0.0215812
60.1508,0.781091,-0.0396508,-0.00442721,0.194282,0.0625064,0.0139911,0.693589,-0.0763312,-0.0215573
60.1608,0.780694,-0.0396946,-0.00437517,0.194908,0.0626459,0.0139485,0.692824,-0.0765465,-0.0215331
60.1708,0.780296,-0.0397378,-0.00432315,0.195536,0.062785,0.0139056,0.692056,-0.0767616,-0.0215087
60.1808,0.779898,-0.0397805,-0.00427114,0.196165,0.0629236,0.0138626,0.691287,-0.0769764,-0.021484
60.1908,0.7795,-0.0398227,-0.00421914,0.196796,0.0630618,0.0138195,0.690515,-0.077191,-0.021459
60.2008,0.779102,-0.0398644,-0.00416717,0.197428,0.0631995,0.0137761,0.689741,-0.0774053,-0.0214337
60.2108,0.778703,-0.0399055,-0.00411521,0.198061,0.0633369,0.0137327,0.688964,-0.0776194,-0.0214081
60.2208,0.778303,-0.0399462,-0.00406327,0.198696,0.0634738,0.013689,0.688186,-0.0778332,-0.0213822
60.2308,0.777903,-0.0399863,-0.00401136,0.199332,0.0636102,0.0136453,0.687406,-0.0780468,-0.0213561
60.2408,0.777503,-0.0400259,-0.00395947,0.19997,0.0637462,0.0136013,0.686623,-0.0782601,-0.0213296
60.2508,0.777102,-0.040065,-0.00390761,0.200608,0.0638818,0.0135572,0.685838,-0.0784731,-0.0213029
60.2608,0.776701,-0.0401035,-0.00385577,0.201249,0.0640169,0.013513,0.685051,-0.0786859,-0.0212759
60.2708,0.7763,-0.0401415,-0.00380397,0.20189,0.0641516,0.0134686,0.684262,-0.0788984,-0.0212486
60.2808,0.775898,-0.0401791,-0.00375219,0.202533,0.0642859,0.0134241,0.683471,-0.0791106,-0.021221
60.2908,0.775496,-0.0402161,-0.00370045,0.203177,0.0644197,0.0133794,0.682678,-0.0793225,-0.0211931
60.3008,0.775093,-0.0402526,-0.00364874,0.203823,0.064553,0.0133346,0.681883,-0.0795342,-0.021165
60.3108,0.774691,-0.0402885,-0.00359707,0.20447,0.0646859,0.0132896,0.681085,-0.0797455,-0.0211366
60.3208,0.774287,-0.040324,-0.00354544,0.205118,0.0648183,0.0132445,0.680286,-0.0799566,-0.0211078
60.3308,0.773884,-0.0403589,-0.00349385,0.205767,0.0649503,0.0131993,0.679484,-0.0801674,-0.0210788
60.3408,0.77348,-0.0403934,-0.0034423,0.206418,0.0650819,0.0131539,0.67868,-0.0803779,-0.0210495
60.3508,0.773075,-0.0404273,-0.0033908,0.20707,0.065213,0.0131083,0.677874,-0.0805881,-0.02102
60.3608,0.772671,-0.0404607,-0.00333933,0.207724,0.0653436,0.0130626,0.677066,-0.080798,-0.0209901
60.3708,0.772266,-0.0404935,-0.00328792,0.208378,0.0654738,0.0130168,0.676256,-0.0810076,-0.02096
60.3808,0.771861,-0.0405259,-0.00323655,0.209034,0.0656035,0.0129709,0.675444,-0.0812169,-0.0209295
60.3908,0.771455,-0.0405577,-0.00318523,0.209692,0.0657327,0.0129248,0.67463,-0.0814259,-0.0208988
60.4008,0.771049,-0.0405891,-0.00313397,0.21035,0.0658615,0.0128786,0.673814,-0.0816346,-0.0208678
60.4108,0.770643,-0.0406199,-0.00308276,0.21101,0.0659898,0.0128322,0.672995,-0.0818429,-0.0208366
60.4208,0.770236,-0.0406502,-0.0030316,0.211671,0.0661177,0.0127857,0.672175,-0.082051,-0.020805
60.4308,0.76983,-0.04068,-0.0029805,0.212334,0.0662451,0.0127391,0.671352,-0.0822587,-0.0207731
60.4408,0.769423,-0.0407093,-0.00292945,0.212998,0.066372,0.0126924,0.670527,-0.0824661,-0.020741
60.4508,0.769015,-0.0407381,-0.00287847,0.213663,0.0664984,0.0126455,0.669701,-0.0826732,-0.0207086
60.4608,0.768608,-0.0407664,-0.00282754,0.214329,0.0666244,0.0125985,0.668872,-0.08288,-0.0206759
60.4708,0.7682,-0.0407942,-0.00277668,0.214996,0.0667499,0.0125513,0.668041,-0.0830864,-0.0206429
60.4808,0.767791,-0.0408214,-0.00272588,0.215665,0.066875,0.0125041,0.667208,-0.0832925,-0.0206096
60.4908,0.767383,-0.0408482,-0.00267515,0.216335,0.0669995,0.0124567,0.666373,-0.0834982,-0.0205761
60.5008,0.766974,-0.0408744,-0.00262448,0.217006,0.0671236,0.0124092,0.665536,-0.0837037,-0.0205422
60.5108,0.766565,-0.0409002,-0.00257388,0.217679,0.0672473,0.0123615,0.664697,-0.0839087,-0.0205081
60.5208,0.766156,-0.0409254,-0.00252335,0.218353,0.0673704,0.0123138,0.663856,-0.0841135,-0.0204737
60.5308,0.765746,-0.0409501,-0.00247289,0.219027,0.0674931,0.0122659,0.663013,-0.0843179,-0.020439
60.5408,0.765337,-0.0409743,-0.00242251,0.219704,0.0676152,0.0122179,0.662167,-0.0845219,-0.020404
60.5508,0.764927,-0.0409981,-0.0023722,0.220381,0.0677369,0.0121698,0.66132,-0.0847256,-0.0203688
60.5608,0.764516,-0.0410213,-0.00232196,0.22106,0.0678581,0.0121215,0.660471,-0.0849289,-0.0203333
60.5708,0.764106,-0.041044,-0.0022718,0.221739,0.0679789,0.0120732,0.65962,-0.0851319,-0.0202974
60.5808,0.763695,-0.0410662,-0.00222172,0.22242,0.0680991,0.0120247,0.658766,-0.0853345,-0.0202613
60.5908,0.763285,-0.0410879,-0.00217172,0.223103,0.0682189,0.0119761,0.657911,-0.0855368,-0.0202249
60.6008,0.762873,-0.0411092,-0.0021218,0.223786,0.0683382,0.0119274,0.657053,-0.0857387,-0.0201883
60.6108,0.762462,-0.0411299,-0.00207196,0.22447,0.0684569,0.0118786,0.656194,-0.0859402,-0.0201513
60.6208,0.762051,-0.0411501,-0.00202221,0.225156,0.0685752,0.0118296,0.655333,-0.0861413,-0.0201141
60.6308,0.761639,-0.0411698,-0.00197254,0.225843,0.068693,0.0117806,0.654469,-0.0863421,-0.0200766
60.6408,0.761227,-0.041189,-0.00192296,0.226531,0.0688104,0.0117314,0.653604,-0.0865425,-0.0200388
60.6508,0.760815,-0.0412078,-0.00187346,0.227221,0.0689272,0.0116822,0.652736,-0.0867425,-0.0200007
60.6608,0.760403,-0.041226,-0.00182405,0.227911,0.0690435,0.0116328,0.651867,-0.0869421,-0.0199623
60.6708,0.75999,-0.0412438,-0.00177474,0.228603,0.0691593,0.0115833,0.650996,-0.0871413,-0.0199237
60.6808,0.759578,-0.041261,-0.00172551,0.229295,0.0692747,0.0115337,0.650122,-0.0873402,-0.0198847
60.6908,0.759165,-0.0412778,-0.00167638,0.229989,0.0693895,0.011484,0.649247,-0.0875386,-0.0198455
60.7008,0.758752,-0.0412941,-0.00162734,0.230684,0.0695039,0.0114342,0.648369,-0.0877367,-0.019806
60.7108,0.758339,-0.0413098,-0.0015784,0.23138,0.0696177,0.0113843,0.64749,-0.0879344,-0.0197662
60.7208,0.757926,-0.0413251,-0.00152955,0.232078,0.069731,0.0113343,0.646609,-0.0881316,-0.0197262
60.7308,0.757512,-0.04134,-0.0014808,0.232776,0.0698439,0.0112842,0.645725,-0.0883285,-0.0196859
60.7408,0.757099,-0.0413543,-0.00143215,0.233476,0.0699562,0.011234,0.64484,-0.0885249,-0.0196452
60.7508,0.756685,-0.0413681,-0.0013836,0.234176,0.0700681,0.0111837,0.643953,-0.088721,-0.0196043
60.7608,0.756271,-0.0413815,-0.00133515,0.234878,0.0701794,0.0111333,0.643064,-0.0889166,-0.0195632
60.7708,0.755857,-0.0413943,-0.0012868,0.235581,0.0702902,0.0110828,0.642173,-0.0891118,-0.0195217
60.7808,0.755443,-0.0414067,-0.00123856,0.236285,0.0704005,0.0110322,0.64128,-0.0893066,-0.01948
60.7908,0.755029,-0.0414186,-0.00119042,0.23699,0.0705104,0.0109814,0.640385,-0.089501,-0.0194379
60.8008,0.754615,-0.04143,-0.00114239,0.237696,0.0706197,0.0109306,0.639488,-0.089695,-0.0193956
60.8108,0.7542,-0.041441,-0.00109446,0.238404,0.0707285,0.0108797,0.638589,-0.0898885,-0.0193531
60.8208,0.753786,-0.0414515,-0.00104665,0.239112,0.0708368,0.0108288,0.637688,-0.0900816,-0.0193102
60.8308,0.753371,-0.0414614,-0.000998936,0.239822,0.0709445,0.0107777,0.636785,-0.0902743,-0.0192671
60.8408,0.752956,-0.041471,-0.000951338,0.240532,0.0710518,0.0107265,0.635881,-0.0904665,-0.0192236
60.8508,0.752542,-0.04148,-0.00090385,0.241244,0.0711585,0.0106752,0.634974,-0.0906583,-0.0191799
60.8608,0.752127,-0.0414886,-0.000856474,0.241956,0.0712648,0.0106239,0.634065,-0.0908496,-0.019136
60.8708,0.751712,-0.0414967,-0.000809212,0.24267,0.0713705,0.0105724,0.633155,-0.0910406,-0.0190917
60.8808,0.751297,-0.0415043,-0.000762065,0.243385,0.0714757,0.0105209,0.632243,-0.091231,-0.0190472
60.8908,0.750882,-0.0415114,-0.000715032,0.244101,0.0715804,0.0104692,0.631329,-0.0914211,-0.0190024
60.9008,0.750466,-0.0415181,-0.000668117,0.244817,0.0716846,0.0104175,0.630412,-0.0916106,-0.0189573
60.9108,0.750051,-0.0415243,-0.000621318,0.245535,0.0717882,0.0103657,0.629494,-0.0917998,-0.0189119
60.9208,0.749636,-0.0415301,-0.000574638,0.246254,0.0718914,0.0103138,0.628575,-0.0919884,-0.0188662
60.9308,0.74922,-0.0415353,-0.000528077,0.246974,0.071994,0.0102619,0.627653,-0.0921766,-0.0188203
60.9408,0.748805,-0.0415402,-0.000481637,0.247695,0.0720961,0.0102098,0.626729,-0.0923644,-0.0187741
60.9508,0.74839,-0.0415445,-0.000435317,0.248417,0.0721977,0.0101576,0.625804,-0.0925516,-0.0187276
60.9608,0.747974,-0.0415484,-0.00038912,0.24914,0.0722987,0.0101054,0.624876,-0.0927384,-0.0186809
60.9708,0.747559,-0.0415518,-0.000343046,0.249864,0.0723993,0.0100531,0.623947,-0.0929248,-0.0186338
60.9808,0.747143,-0.0415548,-0.000297096,0.250589,0.0724993,0.0100007,0.623016,-0.0931106,-0.0185865
60.9908,0.746728,-0.0415573,-0.000251271,0.251315,0.0725988,0.00994826,0.622083,-0.093296,-0.0185389
61.0008,0.746312,-0.0415594,-0.000205572,0.252042,0.0726977,0.00989571,0.621148,-0.0934809,-0.0184911
61.0108,0.745896,-0.041561,-0.00016,0.25277,0.0727961,0.00984308,0.620211,-0.0936654,-0.0184429
61.0208,0.745481,-0.0415621,-0.000114555,0.253499,0.072894,0.00979038,0.619273,-0.0938493,-0.0183945
61.0308,0.745065,-0.0415628,-6.92388e-05,0.254229,0.0729914,0.00973759,0.618333,-0.0940328,-0.0183458
61.0408,0.744649,-0.0415631,-2.40517e-05,0.25496,0.0730883,0.00968473,0.61739,-0.0942158,-0.0182969
61.0508,0.744234,-0.0415628,2.10053e-05,0.255692,0.0731846,0.0096318,0.616446,-0.0943982,-0.0182476
61.0608,0.743818,-0.0415622,6.59314e-05,0.256424,0.0732804,0.00957879,0.615501,-0.0945802,-0.0181981
61.0708,0.743403,-0.0415611,0.000110726,0.257158,0.0733756,0.00952571,0.614553,-0.0947617,-0.0181483
61.0808,0.742987,-0.0415595,0.000155387,0.257893,0.0734704,0.00947255,0.613604,-0.0949427,-0.0180983
61.0908,0.742571,-0.0415575,0.000199916,0.258628,0.0735645,0.00941932,0.612652,-0.0951232,-0.0180479
61.1008,0.742156,-0.0415551,0.00024431,0.259365,0.0736582,0.00936602,0.611699,-0.0953031,-0.0179973
61.1108,0.74174,-0.0415522,0.00028857,0.260103,0.0737513,0.00931264,0.610745,-0.0954826,-0.0179464
61.1208,0.741325,-0.0415489,0.000332694,0.260841,0.0738439,0.0092592,0.609788,-0.0956615,-0.0178953
61.1308,0.740909,-0.0415451,0.000376681,0.26158,0.073936,0.00920568,0.60883,-0.09584,-0.0178439
61.1408,0.740494,-0.0415409,0.000420531,0.262321,0.0740275,0.0091521,0.607869,-0.0960179,-0.0177922
61.1508,0.740079,-0.0415363,0.000464244,0.263062,0.0741185,0.00909845,0.606907,-0.0961953,-0.0177402
61.1608,0.739663,-0.0415312,0.000507818,0.263804,0.0742089,0.00904473,0.605944,-0.0963722,-0.0176879
61.1708,0.739248,-0.0415257,0.000551253,0.264547,0.0742988,0.00899094,0.604978,-0.0965485,-0.0176354
61.1808,0.738833,-0.0415197,0.000594548,0.265291,0.0743882,0.00893709,0.604011,-0.0967244,-0.0175826
61.1908,0.738418,-0.0415133,0.000637702,0.266036,0.074477,0.00888317,0.603042,-0.0968997,-0.0175296
61.2008,0.738003,-0.0415065,0.000680715,0.266781,0.0745653,0.00882919,0.602071,-0.0970744,-0.0174762
61.2108,0.737588,-0.0414993,0.000723587,0.267528,0.0746531,0.00877514,0.601099,-0.0972486,-0.0174226
61.2208,0.737173,-0.0414916,0.000766315,0.268275,0.0747403,0.00872103,0.600125,-0.0974223,-0.0173687
61.2308,0.736758,-0.0414835,0.000808901,0.269023,0.074827,0.00866686,0.599149,-0.0975955,-0.0173146
61.2408,0.736343,-0.041475,0.000851342,0.269773,0.0749131,0.00861262,0.598171,-0.0977681,-0.0172602
61.2508,0.735929,-0.0414661,0.00089364,0.270523,0.0749987,0.00855832,0.597191,-0.0979401,-0.0172055
61.2608,0.735514,-0.0414567,0.000935792,0.271273,0.0750837,0.00850396,0.59621,-0.0981116,-0.0171505
61.2708,0.735099,-0.041447,0.000977799,0.272025,0.0751682,0.00844954,0.595228,-0.0982826,-0.0170953
61.2808,0.734685,-0.0414368,0.00101966,0.272778,0.0752522,0.00839506,0.594243,-0.098453,-0.0170398
61.2908,0.734271,-0.0414261,0.00106137,0.273531,0.0753356,0.00834052,0.593257,-0.0986228,-0.0169841
61.3008,0.733857,-0.0414151,0.00110294,0.274285,0.0754184,0.00828592,0.592269,-0.0987921,-0.016928
61.3108,0.733443,-0.0414037,0.00114436,0.27504,0.0755007,0.00823127,0.591279,-0.0989608,-0.0168718
61.3208,0.733029,-0.0413918,0.00118563,0.275796,0.0755825,0.00817656,0.590288,-0.099129,-0.0168152
61.3308,0.732615,-0.0413796,0.00122675,0.276553,0.0756637,0.00812179,0.589295,-0.0992966,-0.0167584
61.3408,0.732201,-0.0413669,0.00126772,0.27731,0.0757444,0.00806696,0.5883,-0.0994636,-0.0167013
61.3508,0.731788,-0.0413538,0.00130855,0.278068,0.0758245,0.00801208,0.587304,-0.09963,-0.0166439
61.3608,0.731374,-0.0413403,0.00134922,0.278827,0.0759041,0.00795715,0.586306,-0.0997959,-0.0165863
61.3708,0.730961,-0.0413264,0.00138974,0.279587,0.0759831,0.00790216,0.585306,-0.0999612,-0.0165284
61.3808,0.730548,-0.0413121,0.00143011,0.280348,0.0760616,0.00784711,0.584305,-0.100126,-0.0164702
61.3908,0.730135,-0.0412974,0.00147033,0.281109,0.0761395,0.00779202,0.583302,-0.10029,-0.0164118
61.4008,0.729722,-0.0412823,0.00151039,0.281871,0.0762169,0.00773687,0.582298,-0.100454,-0.0163531
61.4108,0.729309,-0.0412668,0.00155031,0.282634,0.0762937,0.00768167,0.581292,-0.100616,-0.0162941
61.4208,0.728897,-0.0412509,0.00159007,0.283398,0.0763699,0.00762642,0.580284,-0.100779,-0.0162349
61.4308,0.728485,-0.0412346,0.00162967,0.284162,0.0764457,0.00757111,0.579274,-0.100941,-0.0161754
61.4408,0.728072,-0.0412179,0.00166912,0.284928,0.0765208,0.00751576,0.578263,-0.101102,-0.0161157
61.4508,0.72766,-0.0412008,0.00170842,0.285694,0.0765954,0.00746036,0.577251,-0.101262,-0.0160557
61.4608,0.727249,-0.0411833,0.00174757,0.28646,0.0766695,0.00740491,0.576237,-0.101422,-0.0159954
61.4708,0.726837,-0.0411655,0.00178655,0.287228,0.076743,0.00734941,0.575221,-0.101582,-0.0159349
61.4808,0.726425,-0.0411472,0.00182539,0.287996,0.0768159,0.00729386,0.574203,-0.10174,-0.0158741
61.4908,0.726014,-0.0411286,0.00186406,0.288765,0.0768883,0.00723826,0.573184,-0.101898,-0.015813
61.5008,0.725603,-0.0411096,0.00190259,0.289534,0.0769601,0.00718262,0.572164,-0.102056,-0.0157517
61.5108,0.725192,-0.0410901,0.00194095,0.290305,0.0770314,0.00712693,0.571142,-0.102213,-0.0156901
61.5208,0.724781,-0.0410704,0.00197916,0.291076,0.0771021,0.00707119,0.570118,-0.102369,-0.0156283
61.5308,0.724371,-0.0410502,0.00201721,0.291847,0.0771722,0.00701541,0.569093,-0.102525,-0.0155662
61.5408,0.723961,-0.0410296,0.0020551,0.29262,0.0772418,0.00695958,0.568066,-0.10268,-0.0155038
61.5508,0.723551,-0.0410087,0.00209284,0.293393,0.0773109,0.00690371,0.567038,-0.102834,-0.0154412
61.5608,0.723141,-0.0409874,0.00213041,0.294167,0.0773794,0.0068478,0.566008,-0.102988,-0.0153783
61.5708,0.722731,-0.0409657,0.00216783,0.294941,0.0774473,0.00679184,0.564976,-0.103141,-0.0153152
61.5808,0.722322,-0.0409437,0.00220509,0.295716,0.0775146,0.00673584,0.563943,-0.103294,-0.0152518
61.5908,0.721912,-0.0409212,0.00224219,0.296492,0.0775814,0.0066798,0.562909,-0.103446,-0.0151881
61.6008,0.721503,-0.0408985,0.00227913,0.297269,0.0776477,0.00662371,0.561873,-0.103597,-0.0151242
61.6108,0.721095,-0.0408753,0.00231592,0.298046,0.0777133,0.00656758,0.560835,-0.103747,-0.01506
61.6208,0.720686,-0.0408518,0.00235254,0.298824,0.0777785,0.00651141,0.559796,-0.103897,-0.0149956
61.6308,0.720278,-0.0408279,0.002389,0.299602,0.077843,0.00645521,0.558756,-0.104047,-0.0149309
61.6408,0.71987,-0.0408036,0.00242531,0.300381,0.077907,0.00639896,0.557714,-0.104195,-0.014866
61.6508,0.719462,-0.040779,0.00246145,0.301161,0.0779704,0.00634267,0.556671,-0.104343,-0.0148008
61.6608,0.719055,-0.040754,0.00249743,0.301941,0.0780333,0.00628634,0.555626,-0.104491,-0.0147353
61.6708,0.718647,-0.0407287,0.00253325,0.302722,0.0780956,0.00622997,0.554579,-0.104637,-0.0146696
61.6808,0.71824,-0.040703,0.00256891,0.303504,0.0781573,0.00617357,0.553532,-0.104783,-0.0146037
61.6908,0.717833,-0.040677,0.00260441,0.304286,0.0782185,0.00611712,0.552482,-0.104929,-0.0145374
61.7008,0.717427,-0.0406506,0.00263975,0.305069,0.0782791,0.00606064,0.551431,-0.105074,-0.014471
61.7108,0.717021,-0.0406238,0.00267493,0.305852,0.0783391,0.00600412,0.550379,-0.105218,-0.0144042
