t,q_j1,qd_j1,qdd_j1,q_j2,qd_j2,qdd_j2,q_j3,qd_j3,qdd_j3
2.37,0.50891,0.33233,-0.12732,0.13989,0.0913513,-0.0349978,-0.153568,-0.100284,0.0384198
2.38,0.512226,0.331041,-0.130507,0.140801,0.0909969,-0.0358739,-0.154569,-0.0998946,0.0393816
2.39,0.51553,0.32972,-0.133674,0.14171,0.0906339,-0.0367444,-0.155566,-0.099496,0.0403373
2.4,0.518821,0.328368,-0.13682,0.142614,0.0902621,-0.0376092,-0.156559,-0.0990878,0.0412866
2.41,0.522097,0.326984,-0.139944,0.143515,0.0898817,-0.0384681,-0.157548,-0.0986703,0.0422295
2.42,0.52536,0.325569,-0.143047,0.144412,0.0894927,-0.039321,-0.158532,-0.0982433,0.0431658
2.43,0.528609,0.324123,-0.146128,0.145305,0.0890953,-0.0401677,-0.159512,-0.097807,0.0440953
2.44,0.531843,0.322646,-0.149185,0.146194,0.0886894,-0.0410081,-0.160488,-0.0973614,0.0450179
2.45,0.535062,0.321139,-0.152219,0.147078,0.0882751,-0.0418421,-0.16146,-0.0969066,0.0459334
2.46,0.538265,0.319602,-0.155228,0.147959,0.0878526,-0.0426694,-0.162426,-0.0964427,0.0468416
2.47,0.541453,0.318035,-0.158214,0.148835,0.0874218,-0.04349,-0.163388,-0.0959698,0.0477424
2.48,0.544626,0.316438,-0.161174,0.149707,0.0869828,-0.0443036,-0.164346,-0.0954879,0.0486356
2.49,0.547782,0.314811,-0.164108,0.150575,0.0865357,-0.0451103,-0.165298,-0.0949971,0.0495211
2.5,0.550922,0.313156,-0.167016,0.151438,0.0860806,-0.0459097,-0.166246,-0.0944975,0.0503987
2.51,0.554045,0.311471,-0.169898,0.152297,0.0856176,-0.0467017,-0.167188,-0.0939892,0.0512682
2.52,0.557151,0.309758,-0.172752,0.15315,0.0851466,-0.0474863,-0.168125,-0.0934722,0.0521295
2.53,0.56024,0.308016,-0.175579,0.154,0.0846679,-0.0482633,-0.169058,-0.0929466,0.0529824
2.54,0.563312,0.306246,-0.178377,0.154844,0.0841814,-0.0490324,-0.169984,-0.0924126,0.0538268
2.55,0.566365,0.304449,-0.181146,0.155683,0.0836872,-0.0497936,-0.170906,-0.0918701,0.0546624
2.56,0.5694,0.302624,-0.183886,0.156518,0.0831855,-0.0505468,-0.171822,-0.0913194,0.0554892
2.57,0.572417,0.300771,-0.186596,0.157347,0.0826763,-0.0512917,-0.172732,-0.0907604,0.0563069
2.58,0.575416,0.298892,-0.189275,0.158171,0.0821597,-0.0520282,-0.173637,-0.0901932,0.0571155
2.59,0.578395,0.296986,-0.191924,0.15899,0.0816358,-0.0527562,-0.174536,-0.0896181,0.0579147
2.6,0.581355,0.295053,-0.194541,0.159804,0.0811046,-0.0534756,-0.175429,-0.089035,0.0587044
2.61,0.584296,0.293095,-0.197126,0.160612,0.0805663,-0.0541861,-0.176317,-0.088444,0.0594844
2.62,0.587217,0.291111,-0.199678,0.161415,0.0800209,-0.0548877,-0.177198,-0.0878453,0.0602546
2.63,0.590118,0.289102,-0.202197,0.162212,0.0794686,-0.0555802,-0.178073,-0.087239,0.0610147
2.64,0.592999,0.287067,-0.204682,0.163004,0.0789094,-0.0562634,-0.178943,-0.0866251,0.0617648
2.65,0.59586,0.285008,-0.207134,0.163791,0.0783434,-0.0569372,-0.179806,-0.0860037,0.0625044
2.66,0.598699,0.282925,-0.20955,0.164571,0.0777707,-0.0576014,-0.180663,-0.085375,0.0632337
2.67,0.601518,0.280817,-0.211931,0.165346,0.0771914,-0.058256,-0.181513,-0.0847391,0.0639522
2.68,0.604316,0.278686,-0.214277,0.166115,0.0766056,-0.0589007,-0.182358,-0.084096,0.06466
2.69,0.607092,0.276532,-0.216586,0.166878,0.0760134,-0.0595354,-0.183195,-0.0834459,0.0653568
2.7,0.609846,0.274354,-0.218858,0.167635,0.0754149,-0.06016,-0.184027,-0.0827889,0.0660424
2.71,0.612579,0.272155,-0.221093,0.168386,0.0748102,-0.0607743,-0.184851,-0.0821251,0.0667168
2.72,0.615289,0.269933,-0.22329,0.169131,0.0741994,-0.0613782,-0.185669,-0.0814546,0.0673797
2.73,0.617977,0.267689,-0.225448,0.16987,0.0735827,-0.0619715,-0.18648,-0.0807775,0.068031
2.74,0.620643,0.265424,-0.227568,0.170603,0.07296,-0.0625541,-0.187285,-0.080094,0.0686706
2.75,0.623286,0.263138,-0.229647,0.17133,0.0723316,-0.0631258,-0.188082,-0.0794042,0.0692982
2.76,0.625905,0.260831,-0.231687,0.17205,0.0716976,-0.0636865,-0.188873,-0.0787081,0.0699137
2.77,0.628502,0.258504,-0.233686,0.172763,0.0710579,-0.064236,-0.189656,-0.0780059,0.0705169
2.78,0.631075,0.256157,-0.235644,0.173471,0.0704129,-0.0647742,-0.190433,-0.0772978,0.0711078
2.79,0.633625,0.253791,-0.237561,0.174172,0.0697625,-0.065301,-0.191202,-0.0765838,0.071686
2.8,0.636151,0.251406,-0.239435,0.174866,0.0691069,-0.0658161,-0.191964,-0.0758641,0.0722515
2.81,0.638653,0.249003,-0.241266,0.175554,0.0684462,-0.0663195,-0.192719,-0.0751388,0.0728042
2.82,0.641131,0.246581,-0.243054,0.176235,0.0677806,-0.066811,-0.193467,-0.0744081,0.0733437
2.83,0.643585,0.244142,-0.244798,0.176909,0.06711,-0.0672904,-0.194208,-0.073672,0.07387
2.84,0.646014,0.241685,-0.246498,0.177577,0.0664348,-0.0677577,-0.194941,-0.0729307,0.074383
2.85,0.648419,0.239212,-0.248153,0.178238,0.0657549,-0.0682126,-0.195666,-0.0721844,0.0748824
2.86,0.650798,0.236722,-0.249762,0.178892,0.0650706,-0.068655,-0.196384,-0.0714331,0.075368
2.87,0.653153,0.234217,-0.251326,0.17954,0.0643819,-0.0690848,-0.197095,-0.0706771,0.0758399
2.88,0.655483,0.231696,-0.252843,0.18018,0.0636889,-0.0695018,-0.197798,-0.0699164,0.0762976
2.89,0.657787,0.22916,-0.254313,0.180813,0.0629919,-0.0699059,-0.198493,-0.0691512,0.0767412
2.9,0.660066,0.22661,-0.255735,0.18144,0.0622908,-0.0702969,-0.199181,-0.0683816,0.0771705
2.91,0.662319,0.224046,-0.25711,0.182059,0.061586,-0.0706747,-0.199861,-0.0676078,0.0775852
2.92,0.664547,0.221468,-0.258435,0.182671,0.0608774,-0.0710391,-0.200533,-0.0668299,0.0779852
2.93,0.666748,0.218877,-0.259712,0.183277,0.0601652,-0.07139,-0.201197,-0.0660482,0.0783704
2.94,0.668924,0.216274,-0.260939,0.183875,0.0594496,-0.0717272,-0.201854,-0.0652626,0.0787406
2.95,0.671074,0.213659,-0.262115,0.184466,0.0587307,-0.0720506,-0.202503,-0.0644734,0.0790957
2.96,0.673197,0.211032,-0.263241,0.185049,0.0580087,-0.0723601,-0.203143,-0.0636807,0.0794354
2.97,0.675294,0.208394,-0.264316,0.185626,0.0572836,-0.0726555,-0.203776,-0.0628847,0.0797597
2.98,0.677365,0.205746,-0.265338,0.186195,0.0565556,-0.0729366,-0.204401,-0.0620856,0.0800683
2.99,0.679409,0.203087,-0.266309,0.186757,0.0558249,-0.0732033,-0.205018,-0.0612834,0.0803611
3,0.681427,0.20042,-0.267226,0.187311,0.0550916,-0.0734555,-0.205627,-0.0604784,0.0806379
3.01,0.683418,0.197743,-0.26809,0.187859,0.0543558,-0.073693,-0.206227,-0.0596707,0.0808986
3.02,0.685382,0.195058,-0.2689,0.188399,0.0536178,-0.0739156,-0.20682,-0.0588605,0.081143
3.03,0.687319,0.192365,-0.269656,0.188931,0.0528776,-0.0741233,-0.207405,-0.0580479,0.081371
3.04,0.689229,0.189665,-0.270356,0.189456,0.0521354,-0.0743158,-0.207981,-0.0572331,0.0815823
3.05,0.691112,0.186958,-0.271001,0.189974,0.0513913,-0.074493,-0.208549,-0.0564163,0.0817769
3.06,0.692968,0.184245,-0.271589,0.190484,0.0506456,-0.0746548,-0.209109,-0.0555977,0.0819545
3.07,0.694797,0.181527,-0.272121,0.190987,0.0498983,-0.0748011,-0.209661,-0.0547773,0.0821151
3.08,0.696599,0.178803,-0.272596,0.191482,0.0491496,-0.0749316,-0.210205,-0.0539554,0.0822584
3.09,0.698373,0.176075,-0.273013,0.19197,0.0483997,-0.0750463,-0.21074,-0.0531322,0.0823843
3.1,0.70012,0.173343,-0.273372,0.19245,0.0476487,-0.0751449,-0.211267,-0.0523078,0.0824926
3.11,0.70184,0.170608,-0.273672,0.192923,0.0468969,-0.0752274,-0.211786,-0.0514824,0.0825831
3.12,0.703532,0.16787,-0.273913,0.193388,0.0461442,-0.0752936,-0.212297,-0.0506562,0.0826558
3.13,0.705197,0.16513,-0.274094,0.193845,0.045391,-0.0753433,-0.2128,-0.0498293,0.0827104
3.14,0.706835,0.162388,-0.274215,0.194296,0.0446374,-0.0753765,-0.213294,-0.049002,0.0827467
3.15,0.708445,0.159646,-0.274274,0.194738,0.0438836,-0.0753929,-0.21378,-0.0481745,0.0827647
3.16,0.710028,0.156903,-0.274272,0.195173,0.0431296,-0.0753923,-0.214257,-0.0473468,0.0827642
3.17,0.711583,0.15416,-0.274209,0.195601,0.0423758,-0.0753748,-0.214727,-0.0465192,0.0827449
3.18,0.713111,0.151419,-0.274082,0.196021,0.0416222,-0.07534,-0.215188,-0.045692,0.0827067
3.19,0.714611,0.148679,-0.273893,0.196433,0.040869,-0.075288,-0.21564,-0.0448652,0.0826496
3.2,0.716084,0.145941,-0.27364,0.196838,0.0401165,-0.0752184,-0.216085,-0.044039,0.0825732
3.21,0.71753,0.143206,-0.273322,0.197236,0.0393647,-0.0751312,-0.216521,-0.0432138,0.0824775
3.22,0.718949,0.140475,-0.272941,0.197625,0.0386139,-0.0750262,-0.216949,-0.0423896,0.0823623
3.23,0.72034,0.137748,-0.272493,0.198008,0.0378643,-0.0749033,-0.217369,-0.0415666,0.0822273
3.24,0.721704,0.135025,-0.271981,0.198383,0.0371159,-0.0747624,-0.217781,-0.0407451,0.0820726
3.25,0.72304,0.132308,-0.271402,0.19875,0.0363691,-0.0746032,-0.218184,-0.0399252,0.0818979
3.26,0.72435,0.129597,-0.270756,0.19911,0.0356239,-0.0744257,-0.218579,-0.0391072,0.081703
3.27,0.725632,0.126893,-0.270042,0.199463,0.0348806,-0.0742296,-0.218966,-0.0382912,0.0814877
3.28,0.726888,0.124197,-0.269261,0.199808,0.0341394,-0.0740149,-0.219345,-0.0374775,0.081252
3.29,0.728116,0.121508,-0.268412,0.200145,0.0334004,-0.0737814,-0.219716,-0.0366662,0.0809957
3.3,0.729318,0.118829,-0.267493,0.200476,0.0326638,-0.0735289,-0.220078,-0.0358577,0.0807185
3.31,0.730493,0.116159,-0.266505,0.200799,0.0319299,-0.0732574,-0.220433,-0.0350519,0.0804204
3.32,0.731641,0.113499,-0.265448,0.201114,0.0311987,-0.0729665,-0.220779,-0.0342493,0.0801012
3.33,0.732763,0.11085,-0.264319,0.201423,0.0304706,-0.0726563,-0.221118,-0.03345,0.0797606
3.34,0.733858,0.108213,-0.263119,0.201724,0.0297457,-0.0723266,-0.221448,-0.0326542,0.0793986
3.35,0.734927,0.105588,-0.261848,0.202018,0.0290241,-0.0719772,-0.221771,-0.0318621,0.0790151
3.36,0.73597,0.102976,-0.260505,0.202304,0.0283062,-0.0716079,-0.222085,-0.0310739,0.0786097
3.37,0.736987,0.100378,-0.259089,0.202584,0.027592,-0.0712187,-0.222392,-0.03029,0.0781824
3.38,0.737977,0.0977945,-0.2576,0.202856,0.0268819,-0.0708093,-0.222691,-0.0295104,0.077733
3.39,0.738943,0.0952263,-0.256037,0.203121,0.0261759,-0.0703797,-0.222983,-0.0287354,0.0772613
3.4,0.739882,0.092674,-0.254399,0.20338,0.0254744,-0.0699296,-0.223266,-0.0279652,0.0767673
3.41,0.740796,0.0901385,-0.252687,0.203631,0.0247774,-0.069459,-0.223542,-0.0272001,0.0762506
3.42,0.741685,0.0876205,-0.2509,0.203875,0.0240852,-0.0689676,-0.22381,-0.0264403,0.0757112
3.43,0.742549,0.0851208,-0.249036,0.204113,0.0233981,-0.0684554,-0.224071,-0.025686,0.075149
3.44,0.743387,0.0826401,-0.247097,0.204343,0.0227162,-0.0679222,-0.224324,-0.0249374,0.0745636
3.45,0.744201,0.0801791,-0.24508,0.204567,0.0220397,-0.0673678,-0.224569,-0.0241948,0.073955
3.46,0.744991,0.0777387,-0.242986,0.204784,0.0213689,-0.0667922,-0.224808,-0.0234584,0.0733231
3.47,0.745756,0.0753197,-0.240813,0.204994,0.020704,-0.0661951,-0.225039,-0.0227284,0.0726676
3.48,0.746497,0.0729227,-0.238562,0.205198,0.0200451,-0.0655763,-0.225262,-0.0220051,0.0719883
3.49,0.747215,0.0705487,-0.236232,0.205395,0.0193925,-0.0649359,-0.225479,-0.0212887,0.0712853
3.5,0.747909,0.0681983,-0.233823,0.205586,0.0187464,-0.0642735,-0.225688,-0.0205795,0.0705582
3.51,0.748579,0.0658725,-0.231333,0.20577,0.0181071,-0.0635892,-0.22589,-0.0198776,0.0698069
3.52,0.749226,0.063572,-0.228763,0.205948,0.0174747,-0.0628826,-0.226086,-0.0191834,0.0690312
3.53,0.74985,0.0612975,-0.226111,0.20612,0.0168495,-0.0621537,-0.226274,-0.0184971,0.068231
3.54,0.750452,0.05905,-0.223378,0.206285,0.0162317,-0.0614023,-0.226456,-0.0178189,0.0674062
3.55,0.751031,0.0568302,-0.220562,0.206444,0.0156216,-0.0606283,-0.22663,-0.017149,0.0665565
3.56,0.751589,0.054639,-0.217663,0.206598,0.0150192,-0.0598315,-0.226799,-0.0164878,0.0656818
3.57,0.752124,0.0524773,-0.214681,0.206745,0.014425,-0.0590118,-0.22696,-0.0158355,0.064782
3.58,0.752638,0.0503457,-0.211615,0.206886,0.0138391,-0.0581691,-0.227115,-0.0151923,0.0638568
3.59,0.753131,0.0482452,-0.208465,0.207022,0.0132617,-0.0573031,-0.227264,-0.0145584,0.0629062
3.6,0.753603,0.0461767,-0.20523,0.207151,0.0126931,-0.0564138,-0.227407,-0.0139342,0.0619299
3.61,0.754055,0.0441409,-0.201909,0.207276,0.0121335,-0.055501,-0.227543,-0.0133199,0.0609278
3.62,0.754486,0.0421388,-0.198502,0.207394,0.0115832,-0.0545645,-0.227673,-0.0127158,0.0598998
3.63,0.754898,0.0401712,-0.195009,0.207507,0.0110423,-0.0536042,-0.227797,-0.012122,0.0588456
3.64,0.75529,0.0382389,-0.191428,0.207615,0.0105112,-0.05262,-0.227916,-0.0115389,0.0577651
3.65,0.755663,0.0363429,-0.18776,0.207718,0.00998998,-0.0516116,-0.228028,-0.0109668,0.0566582
3.66,0.756017,0.034484,-0.184003,0.207815,0.00947901,-0.0505791,-0.228135,-0.0104059,0.0555247
3.67,0.756353,0.0326631,-0.180158,0.207907,0.00897848,-0.0495221,-0.228236,-0.00985639,0.0543644
3.68,0.75667,0.0308811,-0.176224,0.207994,0.00848865,-0.0484406,-0.228332,-0.00931866,0.0531771
3.69,0.75697,0.0291389,-0.1722,0.208077,0.00800975,-0.0473345,-0.228423,-0.00879294,0.0519628
3.7,0.757253,0.0274374,-0.168085,0.208155,0.00754204,-0.0462035,-0.228508,-0.0082795,0.0507212
3.71,0.757519,0.0257775,-0.16388,0.208228,0.00708576,-0.0450475,-0.228588,-0.00777861,0.0494522
3.72,0.757769,0.0241602,-0.159583,0.208296,0.00664117,-0.0438664,-0.228664,-0.00729054,0.0481557
3.73,0.758003,0.0225862,-0.155195,0.208361,0.00620852,-0.0426601,-0.228734,-0.00681558,0.0468313
3.74,0.758221,0.0210566,-0.150713,0.208421,0.00578806,-0.0414283,-0.2288,-0.00635401,0.0454791
3.75,0.758424,0.0195722,-0.146139,0.208477,0.00538004,-0.040171,-0.228861,-0.0059061,0.0440988
3.76,0.758612,0.0181341,-0.141472,0.208528,0.00498472,-0.0388879,-0.228918,-0.00547213,0.0426903
3.77,0.758787,0.0167431,-0.13671,0.208576,0.00460237,-0.037579,-0.228971,-0.00505238,0.0412535
3.78,0.758947,0.0154002,-0.131854,0.20862,0.00423323,-0.0362441,-0.229019,-0.00464715,0.039788
3.79,0.759095,0.0141064,-0.126902,0.208661,0.00387757,-0.034883,-0.229064,-0.00425672,0.0382939
3.8,0.75923,0.0128625,-0.121855,0.208698,0.00353566,-0.0334957,-0.229104,-0.00388137,0.0367709
3.81,0.759352,0.0116696,-0.116712,0.208732,0.00320775,-0.0320819,-0.229141,-0.0035214,0.0352188
3.82,0.759463,0.0105286,-0.111472,0.208762,0.00289411,-0.0306415,-0.229175,-0.00317709,0.0336376
3.83,0.759563,0.00944046,-0.106134,0.20879,0.00259501,-0.0291744,-0.229205,-0.00284874,0.032027
3.84,0.759652,0.00840621,-0.100699,0.208814,0.00231071,-0.0276804,-0.229232,-0.00253665,0.0303869
3.85,0.759731,0.0074268,-0.0951659,0.208836,0.00204149,-0.0261593,-0.229256,-0.0022411,0.0287172
3.86,0.759801,0.00650322,-0.0895336,0.208855,0.00178761,-0.0246111,-0.229277,-0.0019624,0.0270176
3.87,0.759862,0.00563646,-0.0838019,0.208872,0.00154936,-0.0230356,-0.229295,-0.00170085,0.025288
3.88,0.759914,0.00482752,-0.0779702,0.208886,0.00132699,-0.0214325,-0.229311,-0.00145675,0.0235282
3.89,0.759958,0.00407739,-0.072038,0.208898,0.0011208,-0.0198019,-0.229324,-0.00123039,0.0217381
3.9,0.759996,0.00338709,-0.0660049,0.208909,0.000931048,-0.0181435,-0.229335,-0.00102209,0.0199176
3.91,0.760026,0.00275763,-0.0598702,0.208917,0.000758021,-0.0164572,-0.229345,-0.00083214,0.0180664
3.92,0.760051,0.00219003,-0.0536334,0.208924,0.000601998,-0.0147428,-0.229352,-0.000660861,0.0161843
3.93,0.76007,0.00168531,-0.047294,0.208929,0.000463259,-0.0130002,-0.229358,-0.000508556,0.0142714
3.94,0.760085,0.00124449,-0.0408514,0.208933,0.000342088,-0.0112293,-0.229362,-0.000375537,0.0123273
3.95,0.760095,0.000868624,-0.0343052,0.208936,0.000238769,-0.00942985,-0.229366,-0.000262115,0.0103519
3.96,0.760103,0.000558738,-0.0276547,0.208938,0.000153587,-0.00760176,-0.229368,-0.000168604,0.00834505
3.97,0.760107,0.000315879,-0.0208995,0.208939,8.68293e-05,-0.00574488,-0.229369,-9.53194e-05,0.00630661
3.98,0.760109,0.000141099,-0.014039,0.20894,3.87855e-05,-0.00385906,-0.22937,-4.25779e-05,0.00423639
3.99,0.76011,3.54522e-05,-0.00707268,0.20894,9.74515e-06,-0.00194415,-0.22937,-1.0698e-05,0.00213424
4,0.76011,-8.88178e-16,0,0.20894,2.22045e-16,2.22045e-16,-0.22937,0,0
4,0.76011,0,0,0.20894,0,0,-0.22937,0,0
4.01,0.76011,-1.00231e-06,-0.00019996,0.20894,3.14266e-05,0.00626956,-0.22937,-1.85266e-05,-0.00369604
4.02,0.76011,-3.98918e-06,-0.000396914,0.208941,0.000125077,0.0124448,-0.22937,-7.37356e-05,-0.0073365
4.03,0.76011,-8.93061e-06,-0.000590875,0.208943,0.000280011,0.0185263,-0.229372,-0.000165072,-0.0109217
4.04,0.76011,-1.57968e-05,-0.00078186,0.208947,0.000495292,0.0245145,-0.229374,-0.000291985,-0.0144518
4.05,0.76011,-2.45579e-05,-0.000969883,0.208953,0.00076999,0.0304097,-0.229378,-0.000453926,-0.0179272
4.06,0.760109,-3.51846e-05,-0.00115496,0.208962,0.00110318,0.0362126,-0.229383,-0.000650348,-0.0213481
4.07,0.760109,-4.76474e-05,-0.00133711,0.208975,0.00149394,0.0419236,-0.229391,-0.000880708,-0.0247149
4.08,0.760108,-6.1917e-05,-0.00151633,0.208992,0.00194135,0.0475432,-0.229401,-0.00114447,-0.0280277
4.09,0.760108,-7.79644e-05,-0.00169266,0.209014,0.0024445,0.0530718,-0.229414,-0.00144108,-0.031287
4.1,0.760107,-9.57606e-05,-0.0018661,0.209041,0.00300248,0.0585099,-0.22943,-0.00177003,-0.0344928
4.11,0.760106,-0.000115277,-0.00203668,0.209074,0.00361439,0.063858,-0.229449,-0.00213076,-0.0376457
4.12,0.760104,-0.000136485,-0.00220439,0.209114,0.00427934,0.0691165,-0.229472,-0.00252276,-0.0407457
4.13,0.760103,-0.000159355,-0.00236926,0.20916,0.00499643,0.074286,-0.2295,-0.0029455,-0.0437932
4.14,0.760101,-0.00018386,-0.00253131,0.209214,0.00576477,0.0793669,-0.229531,-0.00339845,-0.0467885
4.15,0.760099,-0.000209972,-0.00269055,0.209276,0.00658347,0.0843596,-0.229568,-0.0038811,-0.0497318
4.16,0.760097,-0.000237662,-0.002847,0.209346,0.00745167,0.0892647,-0.229609,-0.00439292,-0.0526235
4.17,0.760095,-0.000266903,-0.00300066,0.209425,0.00836848,0.0940827,-0.229656,-0.0049334,-0.0554638
4.18,0.760092,-0.000297666,-0.00315156,0.209513,0.00933303,0.0988139,-0.229708,-0.00550203,-0.058253
4.19,0.760089,-0.000329925,-0.0032997,0.209612,0.0103445,0.103459,-0.229766,-0.00609829,-0.0609913
4.2,0.760085,-0.000363651,-0.00344512,0.20972,0.0114019,0.108018,-0.22983,-0.00672168,-0.0636791
4.21,0.760081,-0.000398818,-0.00358781,0.20984,0.0125045,0.112492,-0.2299,-0.0073717,-0.0663166
4.22,0.760077,-0.000435398,-0.0037278,0.209971,0.0136515,0.116881,-0.229978,-0.00804785,-0.0689041
4.23,0.760073,-0.000473365,-0.00386509,0.210113,0.0148419,0.121186,-0.230062,-0.00874962,-0.0714419
4.24,0.760068,-0.000512691,-0.00399972,0.210268,0.0160749,0.125407,-0.230153,-0.00947652,-0.0739303
4.25,0.760062,-0.00055335,-0.00413168,0.210435,0.0173498,0.129545,-0.230251,-0.0102281,-0.0763695
4.26,0.760057,-0.000595316,-0.004261,0.210615,0.0186656,0.1336,-0.230357,-0.0110038,-0.0787599
4.27,0.76005,-0.000638562,-0.00438769,0.210808,0.0200215,0.137572,-0.230471,-0.0118031,-0.0811016
4.28,0.760044,-0.000683061,-0.00451177,0.211015,0.0214167,0.141462,-0.230593,-0.0126256,-0.083395
4.29,0.760037,-0.000728789,-0.00463325,0.211237,0.0228505,0.145271,-0.230724,-0.0134708,-0.0856404
4.3,0.760029,-0.000775718,-0.00475214,0.211472,0.0243219,0.148999,-0.230863,-0.0143383,-0.0878381
4.31,0.760021,-0.000823823,-0.00486847,0.211723,0.0258302,0.152646,-0.231011,-0.0152274,-0.0899882
4.32,0.760013,-0.000873079,-0.00498224,0.211989,0.0273745,0.156213,-0.231168,-0.0161379,-0.0920912
4.33,0.760004,-0.000923459,-0.00509348,0.212271,0.0289542,0.159701,-0.231334,-0.0170691,-0.0941472
4.34,0.759994,-0.00097494,-0.00520219,0.212568,0.0305683,0.163109,-0.231509,-0.0180207,-0.0961566
4.35,0.759984,-0.00102749,-0.00530839,0.212882,0.0322161,0.166439,-0.231694,-0.0189921,-0.0981196
4.36,0.759974,-0.0010811,-0.0054121,0.213213,0.0338968,0.169691,-0.231889,-0.0199829,-0.100037
4.37,0.759963,-0.00113573,-0.00551333,0.21356,0.0356096,0.172865,-0.232094,-0.0209927,-0.101908
4.38,0.759951,-0.00119136,-0.00561209,0.213925,0.0373538,0.175962,-0.232309,-0.0220209,-0.103733
4.39,0.759939,-0.00124796,-0.00570841,0.214307,0.0391286,0.178982,-0.232534,-0.0230672,-0.105514
4.4,0.759926,-0.00130552,-0.0058023,0.214708,0.0409332,0.181925,-0.23277,-0.024131,-0.107249
4.41,0.759913,-0.001364,-0.00589377,0.215126,0.0427669,0.184793,-0.233017,-0.025212,-0.10894
4.42,0.759899,-0.00142338,-0.00598284,0.215563,0.0446288,0.187586,-0.233274,-0.0263097,-0.110586
4.43,0.759884,-0.00148365,-0.00606952,0.216019,0.0465184,0.190304,-0.233543,-0.0274236,-0.112188
4.44,0.759869,-0.00154477,-0.00615382,0.216494,0.0484347,0.192947,-0.233823,-0.0285533,-0.113747
4.45,0.759853,-0.00160672,-0.00623577,0.216988,0.050377,0.195517,-0.234114,-0.0296984,-0.115261
4.46,0.759837,-0.00166947,-0.00631538,0.217501,0.0523448,0.198013,-0.234417,-0.0308584,-0.116733
4.47,0.75982,-0.00173302,-0.00639266,0.218035,0.0543371,0.200436,-0.234731,-0.0320329,-0.118161
4.48,0.759802,-0.00179732,-0.00646763,0.218588,0.0563532,0.202786,-0.235058,-0.0332215,-0.119547
4.49,0.759784,-0.00186236,-0.0065403,0.219162,0.0583925,0.205065,-0.235396,-0.0344237,-0.12089
4.5,0.759765,-0.00192812,-0.00661069,0.219756,0.0604543,0.207272,-0.235746,-0.0356391,-0.122191
4.51,0.759745,-0.00199457,-0.00667882,0.220371,0.0625377,0.209408,-0.236109,-0.0368674,-0.12345
4.52,0.759725,-0.00206169,-0.00674469,0.221007,0.0646422,0.211473,-0.236484,-0.038108,-0.124668
4.53,0.759704,-0.00212945,-0.00680833,0.221664,0.066767,0.213468,-0.236871,-0.0393606,-0.125844
4.54,0.759683,-0.00219785,-0.00686974,0.222342,0.0689113,0.215394,-0.237271,-0.0406247,-0.126979
4.55,0.75966,-0.00226684,-0.00692895,0.223042,0.0710746,0.21725,-0.237684,-0.0419,-0.128074
4.56,0.759637,-0.00233642,-0.00698597,0.223764,0.0732561,0.219038,-0.238109,-0.0431861,-0.129128
4.57,0.759613,-0.00240655,-0.00704081,0.224507,0.0754552,0.220758,-0.238547,-0.0444825,-0.130142
4.58,0.759589,-0.00247723,-0.00709349,0.225273,0.077671,0.22241,-0.238999,-0.0457888,-0.131115
4.59,0.759564,-0.00254842,-0.00714403,0.226061,0.0799031,0.223994,-0.239463,-0.0471046,-0.132049
4.6,0.759538,-0.0026201,-0.00719243,0.226871,0.0821507,0.225512,-0.239941,-0.0484296,-0.132944
4.61,0.759512,-0.00269226,-0.00723872,0.227704,0.0844131,0.226963,-0.240432,-0.0497634,-0.1338
4.62,0.759484,-0.00276487,-0.00728291,0.228559,0.0866897,0.228349,-0.240936,-0.0511055,-0.134617
4.63,0.759456,-0.00283791,-0.00732502,0.229438,0.0889799,0.229669,-0.241454,-0.0524556,-0.135395
4.64,0.759428,-0.00291136,-0.00736505,0.230339,0.0912829,0.230924,-0.241985,-0.0538133,-0.136135
4.65,0.759398,-0.0029852,-0.00740303,0.231263,0.0935982,0.232115,-0.24253,-0.0551782,-0.136837
4.66,0.759368,-0.00305942,-0.00743897,0.232211,0.095925,0.233242,-0.243089,-0.0565499,-0.137501
4.67,0.759337,-0.00313398,-0.00747289,0.233182,0.0982628,0.234305,-0.243661,-0.057928,-0.138128
4.68,0.759305,-0.00320887,-0.00750479,0.234176,0.100611,0.235305,-0.244247,-0.0593123,-0.138718
4.69,0.759273,-0.00328407,-0.0075347,0.235194,0.102969,0.236243,-0.244847,-0.0607023,-0.139271
4.7,0.759239,-0.00335955,-0.00756263,0.236236,0.105336,0.237119,-0.245461,-0.0620976,-0.139787
